,Location,Blackout Date,Nearing Black Out-Check with SD before scheduling
PA,,25-Jun-15,"June 30, 2015 1 available instructor"
PA,,,
PA,,26-Jun-15,
PA,,,
PA,,27-Jun-15,
PA,York,11-Jun-15,15-Jun-15
PA,,,
PA,,12-Jun-15,16-Jun-15
PA,,,
PA,,13-Jun-15,18-Jun-15
PA,,,
PA,,14-Jun-15,19-Jun-15
PA,,,
PA,,22-Jun-15,26-Jun-15
PA,,,
PA,,23-Jun-15,28-Jun-15
PA,,,
PA,,25-Jun-15,29-Jun-15
PA,,,
PA,,27-Jun-15,30-Jun-15
PA,,,
PA,,,
PA,,,Available Dates
PA,,,
PA,,,"June 28, 2015 1 available instructor"
PA,,,
PA,,,"June 29, 2015 2 available instructors"
PA,,,"June 30, 2015 2 available instructors"
PA,Dubois,None,
PA,,,
PA,State College,11-Jun-15,17-Jun-15
PA,,,
PA,,12-Jun-15,19-Jun-15
PA,,,
PA,,20-Jun-15,23-Jun-15
PA,,,
PA,,,24-Jun-14
PA,,,
PA,,,
PA,,,Available Dates
PA,,,"June 30, 2015 1 available instructor"
PA,Lancaster,6-Jun-15,16-Jun-15
PA,,,
PA,,11-Jun-15,19-Jun-15
PA,,,
PA,,12-Jun-15,28-Jun-15
PA,,,
PA,,20-Jun-15,29-Jun-15
PA,,,
PA,,22-Jun-15,
PA,,,Available Dates
PA,,23-Jun-15,
PA,,,"June 28, 2015 1 available instructor"
PA,,24-Jun-15,
PA,,,"June 29, 2015 2 available instructors"
PA,,25-Jun-15,
PA,,,"June 30, 2015 2 available instructors"
PA,,26-Jun-15,
PA,,,
PA,,27-Jun-15,
PA,Princeton,17-Jun-15,
PA,,,
PA,,18-Jun-15,
PA,,,
PA,,19-Jun-15,
PA,,,
PA,,23-Jun-15,
PA,,,
PA,,25-Jun-15,
PA,,,
PA,,26-Jun-15,
PA,,,
PA,,27-Jun-15,
PA,Warren,None,
PA,,,
PA,Smethport,None,
PA,,,
PA,Coudersport,None,
PA,,,
PA,Meadville,None,
PA,,,
PA,Franklin,None,
PA,,,
PA,Tionesta,None,
PA,,,
PA,Ridgway,None,
PA,,,
PA,Emporium,None,
PA,,,
PA,Mercer,None,
PA,,,
PA,Clarion,None,
PA,,,
PA,Brookville,None,
PA,,,
PA,Clearfield,None,
PA,,,
PA,Bellefonte,None,
PA,,,
PA,Lock Haven,None,
PA,,,
PA,New Castle,None,
PA,,,
PA,Butler,29-Jun-15,
PA,,,
PA,Beaver,29-Jun-15,
PA,,,
PA,Kittanning,None,
PA,,,
PA,Indiana,None,
PA,,,
PA,Ebensburg,None,
PA,,,
PA,Huntingdon,None,
PA,,,
PA,Holidaysburg,None,
PA,,,
PA,Gettysburg,22-Jun-15,14-Jun-15
PA,,,
PA,,27-Jun-15,15-Jun-15
PA,,,
PA,,,17-Jun-15
PA,,,
PA,,,26-Jun-15
PA,,,
PA,,,28-Jun-15
PA,,,
PA,,,29-Jun-15
PA,,,
PA,,,
PA,,,Available Dates
PA,,,
PA,,,"June 28, 2015 1 available instructor"
PA,,,
PA,,,"June 29, 2015 2 available instructors"
PA,,,"June 30, 2015 2 available instructors"
PA,Washington,None,
PA,,,
PA,Waynesburg,None,
PA,,,
PA,Greensburg,29-Jun-15,Available Dates
PA,,,
PA,,,"June 28, 2015 2 available instructors"
PA,,,"June 30, 2015 2 available instructor"
PA,Chambersburg,None,
PA,,,
PA,McConnellsburg,None,
PA,,,
PA,Bedford,None,
PA,,,
PA,Somerset,None,
PA,,,
PA,Uniontown,None,Available Dates
PA,,,
PA,,,"June 28, 2015 2 available instructors"
PA,,,"June 30, 2015 2 available instructor"
PA,Carlisle,14-Jun-15,15-Jun-15
PA,,,
PA,,22-Jun-15,17-Jun-15
PA,,,
PA,,27-Jun-15,26-Jun-15
PA,,,
PA,,,28-Jun-15
PA,Philadelphia,11-Jun-15,12-Jun-15
PA,,,
PA,,12-Jun-15,15-Jun-15
PA,,,
PA,,13-Jun-15,16-Jun-15
PA,,,
PA,,14-Jun-15,17-Jun-15
PA,,,
PA,,19-Jun-15,25-Jun-15
PA,,,
PA,,20-Jun-15,27-Jun-15
PA,,,
PA,,22-Jun-15,28-Jun-15
PA,,,
PA,,23-Jun-15,30-Jun-15
PA,,,
PA,,24-Jun-15,
PA,,,Available Dates
PA,,25-Jun-15,
PA,,,"June 27, 2015 1 available instructor"
PA,,26-Jun-15,
PA,,,"June 28, 2015 2 available instructors"
PA,,29-Jun-15,
PA,,,"June 29, 2015 2 available instructors"
PA,,,
PA,,,"June 30, 2015 2 available instructors"
PA,Bucks,None,
PA,,,
PA,Montgomery,None,
PA,,,
PA,Delaware,None,
PA,,,
PA,Chester,None,
PA,,,
PA,Poconos,None,
PA,,,
PA,Indiana,None,
PA,,,
PA,Mechanicsburg,14-Jun-15,15-Jun-15
PA,,,
PA,,22-Jun-15,26-Jun-15
PA,,27-Jun-15,
PA,,,28-Jun-15
PA,,,
PA,,,29-Jun-15
PA,Downington,11-Jun-15,7-Jun-15
PA,,,
PA,,19-Jun-15,10-Jun-15
PA,,,
PA,,20-Jun-15,12-Jun-15
PA,,,
PA,,22-Jun-15,14-Jun-15
PA,,,
PA,,23-Jun-15,17-Jun-15
PA,,,
PA,,24-Jun-15,28-Jun-15
PA,,,
PA,,25-Jun-15,30-Jun-15
PA,,,
PA,,29-Jun-15,
PA,Fairless Hills,11-Jun-15,12-Jun-15
PA,,,
PA,,19-Jun-15,14-Jun-15
PA,,,
PA,,20-Jun-15,17-Jun-15
PA,,,
PA,,22-Jun-15,27-Jun-15
PA,,,
PA,,23-Jun-15,28-Jun-15
PA,,,
PA,,24-Jun-15,30-Jun-15
PA,,,
PA,,25-Jun-15,
PA,,,
PA,,29-Jun-15,
PA,Malvern,11-Jun-15,12-Jun-15
PA,,,
PA,,19-Jun-15,14-Jun-15
PA,,,
PA,,20-Jun-15,17-Jun-15
PA,,,
PA,,22-Jun-15,27-Jun-15
PA,,,
PA,,23-Jun-15,28-Jun-15
PA,,,
PA,,24-Jun-15,30-Jun-15
PA,,,
PA,,25-Jun-15,
PA,,,
PA,,29-Jun-15,
PA,Kind of Prussia,11-Jun-15,12-Jun-15
PA,,,
PA,,19-Jun-15,14-Jun-15
PA,,,
PA,,20-Jun-15,17-Jun-15
PA,,,
PA,,22-Jun-15,27-Jun-15
PA,,,
PA,,23-Jun-15,28-Jun-15
PA,,,
PA,,24-Jun-15,30-Jun-15
PA,,,
PA,,25-Jun-15,
PA,,,
PA,,29-Jun-15,
PA,Norristown,11-Jun-15,12-Jun-15
PA,,,
PA,,19-Jun-15,14-Jun-15
PA,,,
PA,,20-Jun-15,17-Jun-15
PA,,,
PA,,22-Jun-15,27-Jun-15
PA,,,
PA,,23-Jun-15,28-Jun-15
PA,,,
PA,,24-Jun-15,30-Jun-15
PA,,,
PA,,25-Jun-15,
PA,,,
PA,,29-Jun-15,
PA,Chester,11-Jun-15,12-Jun-15
PA,,,
PA,,19-Jun-15,14-Jun-15
PA,,,
PA,,20-Jun-15,17-Jun-15
PA,,,
PA,,22-Jun-15,27-Jun-15
PA,,,
PA,,23-Jun-15,28-Jun-15
PA,,,
PA,,24-Jun-15,30-Jun-15
PA,,,
PA,,25-Jun-15,
PA,,,
PA,,29-Jun-15,
RI,,,"June 20-June 25, 2015"
RI,,,
SC,Entire State,13-Jun-15,
SC,,,
SC,Columbia,None,
SC,,,
SC,Greenville,None,
SC,,,
SC,Charleston/North Charleston,None,
SC,,,
SD,Sioux Falls,,Anything within an hour radius of Sioux Falls does not need approval.  All other areas of South Dakota need approval.
SD,,,
TX,Abilene,Indefinitely (outside instructor required),No local instructors; possible LTP with advance notice
TX,,,
TX,Amarillo,13-Jun-15,
TX,,,
TX,,15-Jun-15,
TX,,,
TX,,16-Jun-15,
TX,,,
TX,,17-Jun-15,
TX,,,
TX,,18-Jun-15,
TX,,,
TX,,19-Jun-15,
TX,,,
TX,,20-Jun-15,
TX,,,
TX,,24-Jun-15,
TX,,,
TX,,25-Jun-15,
TX,,,
TX,,26-Jun-15,
TX,,,
TX,,27-Jun-15,
TX,Austin,13-Jun-15,
TX,,,
TX,,14-Jun-15,
TX,,,
TX,,15-Jun-15,
TX,,,
TX,,16-Jun-15,
TX,,,
TX,,19-Jun-15,
TX,,,
TX,,20-Jun-15,
TX,,,
TX,,25-Jun-15,
TX,,,
TX,,29-Jun-15,
TX,Beaumont,12-Jun-15,
TX,,,
TX,,13-Jun-15,
TX,,,
TX,,15-Jun-15,
TX,,,
TX,,18-Jun-15,
TX,,,
TX,,20-Jun-15,
TX,,,
TX,,26-Jun-15,
TX,Dallas,,
TX,,13-Jun-15,
TX,,,
TX,,14-Jun-15,
TX,,,
TX,,15-Jun-15,
TX,,,
TX,,16-Jun-15,
TX,,,
TX,,17-Jun-15,
TX,,,
TX,,18-Jun-15,
TX,,,
TX,,19-Jun-15,
TX,,,
TX,,20-Jun-15,
TX,,,
TX,,23-Jun-15,
TX,,,
TX,,25-Jun-15,
TX,Fort Worth,13-Jun-15,
TX,,,
TX,,14-Jun-15,
TX,,,
TX,,15-Jun-15,
TX,,,
TX,,16-Jun-15,
TX,,,
TX,,17-Jun-15,
TX,,,
TX,,18-Jun-15,
TX,,,
TX,,19-Jun-15,
TX,,,
TX,,20-Jun-15,
TX,,,
TX,,23-Jun-15,
TX,,,
TX,,25-Jun-15,
TX,Orange,12-Jun-15,
TX,,,
TX,,13-Jun-15,
TX,,,
TX,,15-Jun-15,
TX,,,
TX,,18-Jun-15,
TX,,,
TX,,20-Jun-15,
TX,,26-Jun-15,
TX,El Paso,"June 13,2015",
TX,,,
TX,,"June 14,2015",
TX,,,
TX,,20-Jun-15,
TX,,,
TX,,"June 24,2015",
TX,,,
TX,,"June 27,2015",
TX,,,
TX,,28-Jun-15,
TX,,,
TX,,2-Jul-15,
TX,Harlingen,July 24 (no local Spanish language instructor),No local instructors; possible LTP with advance notice
TX,,,
TX,Houston,24-Jun-15,
TX,,,
TX,,28-Jun-15,
TX,,,
TX,,17-Aug-15,
TX,San Antonio,13-Jun-15,
TX,,,
TX,,16-Jun-15,
TX,,,
TX,,18-Jun-15,
TX,,,
TX,,20-Jun-15,
TX,,,
TX,,23-Jun-15,
TX,,,
TX,,27-Jun-15,
TX,Texarkana,13-Jun-15,No local instructors; possible LTP with advance notice
TX,,,
TX,,16-Jun-15,
TX,,,
TX,,17-Jun-15,
TX,,,
TX,,17-Aug-15,
TX,Corpus,,No local instructors; possible LTP with advance notice
TX,,,
TX,College Station,,No local instructors; possible LTP with advance notice
TX,,,
TX,Tyler,,No local instructors; possible LTP with advance notice
TX,,,
TX,Midland,,No local instructors; possible LTP with advance notice
TX,,,
TX,Waco,11-Jun-15,
TX,,,
TX,,12-Jun-15,
TX,,,
TX,,13-Jun-15,
TX,,,
TX,,14-Jun-15,
TX,,,
TX,,16-Jun-15,
TX,,,
TX,,17-Jun-15,
TX,,,
TX,,19-Jun-15,
TX,,,
TX,,20-Jun-15,
TX,,,
TX,,21-Jun-15,
TX,,,
TX,,22-Jun-15,
TX,,,
TX,,27-Jun-15,
TX,,,
TX,,28-Jun-15,
TX,,,
TX,,29-Jun-15,
TX,,,
TX,,30-Jun-15,
UT,Entire State,"June 23, 2015-only 1 instructor left in Salt Lake City",
UT,,,
UT,,"June 25, 2015-only 1 instructor left in Salt Lake City",
VA,Entire State,13-Jun-15,
VA,,,
VA,,"June 12, 2015 (Entire State is blacked out except Roanoke, Hampton/York and Norfolk)",
VA,,,
VA,Fairfax,20-Jun-15,
VA,,27-Jun-15,
VA,Accomak,20-Jun-15,
VA,,27-Jun-15,
VA,North Hampton,20-Jun-15,
VA,,27-Jun-15,
VA,Loudoun,20-Jun-15,
VA,,27-Jun-15,
VA,Hampton,13-Jun-15,
VA,,,
VA,Norfolk,13-Jun-15,
VA,,,
VA,Williamsburg,13-Jun-15,
VA,,,
VA,York,13-Jun-15,
VA,,,
VA,Arlington,20-Jun-15,
VA,,27-Jun-15,
VA,,,
VA,Manassas,None,
VA,,,
VA,Alexandria,20-Jun-15,
VA,,27-Jun-15,
VA,Manassas Park,20-Jun-15,
VA,,27-Jun-15,
VA,Falls Church,20-Jun-15,
VA,,27-Jun-15,
VA,Woodbridge,20-Jun-15,
VA,,27-Jun-15,
VA,Manassas,20-Jun-15,
VA,,27-Jun-15,
VA,Manassas Park,20-Jun-15,
VA,,27-Jun-15,
VA,Haymarket,20-Jun-15,
VA,,27-Jun-15,
VA,Occoquan,20-Jun-15,
VA,,27-Jun-15,
VA,Independent Hill,20-Jun-15,
VA,,27-Jun-15,
VA,Rixiew,20-Jun-15,
VA,,27-Jun-15,
VA,Greenwich,20-Jun-15,
VA,,27-Jun-15,
VA,Groveton,20-Jun-15,
VA,,27-Jun-15,
VA,Quantico,20-Jun-15,
VA,,27-Jun-15,
VA,Buckhall,20-Jun-15,
VA,,27-Jun-15,
VA,Canova,20-Jun-15,
VA,,27-Jun-15,
VA,Aden,20-Jun-15,
VA,,27-Jun-15,
VA,Hickory Ridge,20-Jun-15,
VA,,27-Jun-15,
VA,Dumfries,20-Jun-15,
VA,,27-Jun-15,
VA,Brenstsville,20-Jun-15,
VA,,27-Jun-15,
VA,Buckland,20-Jun-15,
VA,,27-Jun-15,
VA,Antioch,20-Jun-15,
VA,,27-Jun-15,
VA,Bristow,20-Jun-15,
VA,,27-Jun-15,
VA,Carharpin,20-Jun-15,
VA,,27-Jun-15,
VA,Minnieville,20-Jun-15,
VA,,27-Jun-15,
VA,Cornwell,20-Jun-15,
VA,,27-Jun-15,
VA,Joplin,20-Jun-15,
VA,,27-Jun-15,
VA,Thoroughfare,20-Jun-15,
VA,,27-Jun-15,
VA,Kopp,20-Jun-15,
VA,,27-Jun-15,
VA,Leesburg,20-Jun-15,
VA,,27-Jun-15,
VA,Aldie,20-Jun-15,
VA,,27-Jun-15,
VA,Ashburn,20-Jun-15,
VA,,27-Jun-15,
VA,Lovettsville,20-Jun-15,
VA,,27-Jun-15,
VA,Brambleton,20-Jun-15,
VA,,27-Jun-15,
VA,Purcellville,20-Jun-15,
VA,,27-Jun-15,
VA,Middleburg,20-Jun-15,
VA,,27-Jun-15,
VA,South Riding,20-Jun-15,
VA,,27-Jun-15,
VA,Round Hill,20-Jun-15,
VA,,27-Jun-15,
VA,Waterford,20-Jun-15,
VA,,27-Jun-15,
VA,Bluemont,20-Jun-15,
VA,,27-Jun-15,
VA,Hamilton,20-Jun-15,
VA,,27-Jun-15,
VA,Dulles,20-Jun-15,
VA,,27-Jun-15,
VA,Hillsboro,20-Jun-15,
VA,,27-Jun-15,
VA,Lucketts,20-Jun-15,
VA,,27-Jun-15,
VA,Arcola,20-Jun-15,
VA,,27-Jun-15,
VA,Broadlands,20-Jun-15,
VA,,27-Jun-15,
VA,Stone Ridge,20-Jun-15,
VA,,27-Jun-15,
VA,Sterling Park,20-Jun-15,
VA,,27-Jun-15,
VA,Philoment,20-Jun-15,
VA,,27-Jun-15,
VA,Oatlands,20-Jun-15,
VA,,27-Jun-15,
VA,Paeonian Springs,20-Jun-15,
VA,,27-Jun-15,
VA,Taylorstown,20-Jun-15,
VA,,27-Jun-15,
VA,Loudon Heights,20-Jun-15,
VA,,27-Jun-15,
VA,Gilberts Corner,20-Jun-15,
VA,,27-Jun-15,
VA,Unison,20-Jun-15,
VA,,27-Jun-15,
VA,Waxpool,20-Jun-15,
VA,,27-Jun-15,
VA,Lenah,20-Jun-15,
VA,,27-Jun-15,
VA,Neersville,20-Jun-15,
VA,,27-Jun-15,
VA,Lincoln,20-Jun-15,
VA,,27-Jun-15,
VA,Sycolin,20-Jun-15,
VA,,27-Jun-15,
VA,Wheatland,20-Jun-15,
VA,,27-Jun-15,
VA,Clifton,20-Jun-15,
VA,,27-Jun-15,
VA,Dranesville,20-Jun-15,
VA,,27-Jun-15,
VA,Vienna,20-Jun-15,
VA,,27-Jun-15,
VA,Fair Lakes,20-Jun-15,
VA,,27-Jun-15,
VA,Herndon,20-Jun-15,
VA,,27-Jun-15,
VA,Langley,20-Jun-15,
VA,,27-Jun-15,
VA,Fairfax Station,20-Jun-15,
VA,,27-Jun-15,
VA,Oak Hill,20-Jun-15,
VA,,27-Jun-15,
VA,Greenbriar,20-Jun-15,
VA,,27-Jun-15,
VA,Accotink,20-Jun-15,
VA,,27-Jun-15,
VA,Culmore,20-Jun-15,
VA,,27-Jun-15,
VA,Pohick Mason Neck,20-Jun-15,
VA,,27-Jun-15,
VA,Colchester,20-Jun-15,
VA,,27-Jun-15,
VA,Jermantown,20-Jun-15,
VA,,27-Jun-15,
VA,Cooktown,20-Jun-15,
VA,,27-Jun-15,
VA,Rutherford,20-Jun-15,
VA,,27-Jun-15,
VA,Butts Corner,20-Jun-15,
VA,,27-Jun-15,
VA,Codricks Corner,20-Jun-15,
VA,,27-Jun-15,
VA,Compton's Corner,20-Jun-15,
VA,,27-Jun-15,
VA,Arcturus,20-Jun-15,
VA,,27-Jun-15,
VA,Five Forks,20-Jun-15,
VA,,27-Jun-15,
VA,Hollindale,20-Jun-15,
VA,,27-Jun-15,
VA,Blevinstown,20-Jun-15,
VA,,27-Jun-15,
VA,West Hampton,20-Jun-15,
VA,,27-Jun-15,
VA,Barkers Crossroads,20-Jun-15,
VA,,27-Jun-15,
VA,Cobbs Corner,20-Jun-15,
VA,,27-Jun-15,
VA,Browns Mill,20-Jun-15,
VA,,27-Jun-15,
VA,Shady Oak,20-Jun-15,
VA,,27-Jun-15,
VA,Hayfield,20-Jun-15,
VA,,27-Jun-15,
VA,Ft. Belvoir,20-Jun-15,
VA,,27-Jun-15,
VA,Cape Charles,20-Jun-15,
VA,,27-Jun-15,
VA,Exmore,20-Jun-15,
VA,,27-Jun-15,
VA,Cherton,20-Jun-15,
VA,,27-Jun-15,
VA,Cherrystone,20-Jun-15,
VA,,27-Jun-15,
VA,Eastville,20-Jun-15,
VA,,27-Jun-15,
VA,Nassaswadox,20-Jun-15,
VA,,27-Jun-15,
VA,Belle Haven,20-Jun-15,
VA,,27-Jun-15,
VA,Birdsnest,20-Jun-15,
VA,,27-Jun-15,
VA,Accomac,20-Jun-15,
VA,,27-Jun-15,
VA,Parksley,20-Jun-15,
VA,,27-Jun-15,
VA,Tangler,20-Jun-15,
VA,,27-Jun-15,
VA,Keller,20-Jun-15,
VA,,27-Jun-15,
VA,Onancock,20-Jun-15,
VA,,27-Jun-15,
VA,Hanley,20-Jun-15,
VA,,27-Jun-15,
VA,Wachapregue,20-Jun-15,
VA,,27-Jun-15,
VA,Bloxom,20-Jun-15,
VA,,27-Jun-15,
VA,Hailwood,20-Jun-15,
VA,,27-Jun-15,
VA,Chincotegue,20-Jun-15,
VA,,27-Jun-15,
VA,Melfa,20-Jun-15,
VA,,27-Jun-15,
VA,Painter,20-Jun-15,
VA,,27-Jun-15,
VA,Saxis,20-Jun-15,
VA,,27-Jun-15,
VA,Assawoman,20-Jun-15,
VA,,27-Jun-15,
WA,Entire State,None,
WA,,,
WA,Seattle,None,
WA,,,
WA,Spokane,None,
WA,,,
WA,Vancouver,None,
WA,,,
WI,Entire State,(All dates below blacked out for Babysitter's Training Classes ONLY),
WI,,,
WI,,15-Jun-15,
WI,,,
WI,,16-Jun-15,
WI,,,
WI,,17-Jun-15,
WI,,,
WI,,20-Jun-15,
WI,,,
WI,,25-Jun-15,
WI,,,
WI,,26-Jun-15,
WY,Entire State,None,
WY,,,
WY,,,